time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,19,8,0,0
2026-05-27 00:00:00+00:00,16,7,1,1
2026-05-28 00:00:00+00:00,8,2,0,0
2026-05-29 00:00:00+00:00,14,5,0,0
2026-05-30 00:00:00+00:00,19,9,0,0
2026-05-31 00:00:00+00:00,18,8,2,1
2026-06-01 00:00:00+00:00,14,4,0,0
2026-06-02 00:00:00+00:00,13,7,0,0
2026-06-03 00:00:00+00:00,1,1,0,0
2026-06-04 00:00:00+00:00,7,3,0,0
2026-06-05 00:00:00+00:00,3,2,0,0
2026-06-06 00:00:00+00:00,11,5,0,0
2026-06-07 00:00:00+00:00,22,7,1,1
2026-06-08 00:00:00+00:00,19,9,2,2
