time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-02 00:00:00+00:00,11,7,0,0
2026-04-03 00:00:00+00:00,12,7,2,2
2026-04-04 00:00:00+00:00,2,2,0,0
2026-04-05 00:00:00+00:00,12,6,0,0
2026-04-06 00:00:00+00:00,16,8,0,0
2026-04-07 00:00:00+00:00,12,6,2,2
2026-04-08 00:00:00+00:00,18,8,0,0
2026-04-09 00:00:00+00:00,6,2,0,0
2026-04-10 00:00:00+00:00,3,2,1,1
2026-04-11 00:00:00+00:00,33,11,0,0
2026-04-12 00:00:00+00:00,30,9,0,0
2026-04-13 00:00:00+00:00,1,1,0,0
2026-04-14 00:00:00+00:00,7,2,0,0
2026-04-15 00:00:00+00:00,10,5,1,1
