url_path,views_total,views_unique
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA,21,3
/demichie/elicipy/tree/main/ELICITATIONS,13,3
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi,13,3
/demichie/elicipy/issues,10,3
/demichie/elicipy,9,7
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/questionnaire.csv,8,3
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA/seed,6,1
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA/images,5,1
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA/target,5,1
/demichie/elicipy/issues/3,3,3
