url_path,views_total,views_unique
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA,24,4
/demichie/elicipy/tree/main/ELICITATIONS,21,4
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi,17,4
/demichie/elicipy/issues,10,3
/demichie/elicipy,9,7
/demichie/elicipy/tree/main,7,2
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/weights.csv,6,3
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/questionnaire.csv,6,2
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA/seed,6,1
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA/images,5,1
