url_path,views_total,views_unique
/demichie/elicipy,5,3
/demichie/elicipy/tree/main/ELICITATIONS,5,2
/demichie/elicipy/blob/main/createSamples.py,4,2
/demichie/elicipy/blob/main/Elicipy.py,4,2
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi,3,1
/demichie/elicipy/tree/main/.github/workflows,2,2
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/ElicipyDict.py,2,1
/demichie/elicipy/tree/main,2,1
/demichie/elicipy/blame/main/Elicipy.py,1,1
/demichie/elicipy/blob/main/ELICITATIONS/testWebform/DATA/questionnaire.csv,1,1
