url_path,views_total,views_unique
/demichie/elicipy,7,6
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi,5,1
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA,4,1
/demichie/elicipy/tree/main/ELICITATIONS,3,1
/demichie/elicipy/tree/main/ELICITATIONS/testWebform,2,1
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/createWebformDict.py,1,1
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/questionnaire.csv,1,1
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/weights.csv,1,1
/demichie/elicipy/blob/main/ELICITATIONS/testWebform/createWebformDict.py,1,1
/demichie/elicipy/blob/main/README.md,1,1
