time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-14 00:00:00+00:00,26,7,0,0
2026-06-15 00:00:00+00:00,23,9,0,0
2026-06-16 00:00:00+00:00,10,4,0,0
2026-06-17 00:00:00+00:00,20,7,0,0
2026-06-18 00:00:00+00:00,38,10,1,1
2026-06-19 00:00:00+00:00,28,8,0,0
2026-06-20 00:00:00+00:00,43,9,0,0
2026-06-21 00:00:00+00:00,15,5,0,0
2026-06-22 00:00:00+00:00,26,6,1,1
2026-06-23 00:00:00+00:00,40,10,1,1
2026-06-24 00:00:00+00:00,28,9,0,0
2026-06-25 00:00:00+00:00,21,7,1,1
2026-06-26 00:00:00+00:00,25,8,0,0
2026-06-27 00:00:00+00:00,13,7,0,0
