url_path,views_total,views_unique
/demichie/elicipy/tree/main/ELICITATIONS,33,4
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA,24,4
/demichie/elicipy,23,12
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi,17,4
/demichie/elicipy/tree/main,11,2
/demichie/elicipy/blob/main/README.md,9,2
/demichie/elicipy/issues/3,8,4
/demichie/elicipy/tree/github-repo-stats/demichie/elicipy,8,1
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/weights.csv,6,3
/demichie/elicipy/blob/main/COOKEweights.py,6,2
